uri_s,title_s,subTitle_s,authFullName_s,docType_s,doiId_s,producedDateY_i,journalTitle_s,journalPublisher_s,conferenceTitle_s,language_s
https://hal.archives-ouvertes.fr/hal-00982813,Automatic solver for non-linear partial differential equations with implicit local laws: Application to unilateral contact,,"Arnaud Lejeune,Hakim Boudaoud,Michel Potier-Ferry,Isabelle Charpentier,Hamid Zahrouni",ART,10.1002/nme.4483,2013,International Journal for Numerical Methods in Engineering,Wiley,,en
https://hal.univ-lorraine.fr/hal-01522590,"Barriers as determinants of innovation in Morocco: The case of Tangier Tetouan region,Les barrières comme déterminants de l'innovation au Maroc: Cas de la région de Tanger-Tétouan",,"Lagziri Narjisse,Hicham Achelhi,Mustapha Bennouna,Patrick Truchot",ART,10.24289/ijsser.279070,2013,International Journal of Innovation and Applied Studies,ISSR Journals,,en
https://hal.univ-lorraine.fr/hal-01522601,Multicriteria Analysis and Case‐Based Reasoning: Applications to the Training of Young Doctors in the Context of Breast Mammogram,,"Jean Renaud,Christian Fonteix,Mauricio Camargo,Aline Deruyver,Laure Morel,Didier Casner",ART,,2013,InImpact : The Journal of Innovation Impact,Future Technology Press,,en
https://hal.univ-lorraine.fr/hal-02266705,Innovation in chemical engineering industries,,"Olivier Potier,Mauricio Camargo",COUV,10.1002/9781118562130.ch11,2013,,,,en
https://hal.archives-ouvertes.fr/hal-01321403,"Projet: Conception et fabrication intégrée\, mise en production de produits innovants et propres (N°8) - Action spécifique 1: Démarche collaborative innovation et de produit en entreprise",,"Frédérique Mayer,Pascal Lhoste",REPORT,,2013,,,,fr
https://hal.univ-lorraine.fr/hal-01522594,Functional economy: pertinence of principles for an energy efficiency program,,"Grégory Kotnarovsky,Laure Morel,Monica David Le Bezvoët,S. Nösperger,Claudine Guidat",ART,,2013,"International journal of energy, environment, economics",Nova Science Publishers,,en
https://hal.archives-ouvertes.fr/hal-01061480,Methodology To Predict PVC Plasticization Using Molecular Simulation by Pairs,,"Oscar Suarez,Paulo Narvaez,Mauricio Camargo,Jean-Pierre Corriou",ART,10.1021/ie4021182,2013,Industrial and engineering chemistry research,American Chemical Society,,en
https://hal.univ-lorraine.fr/hal-01960221,Innovation in chemical engineering industries,,"Oliver Potier,Mauricio Camargo",COUV,,2013,,,,en
https://hal.univ-lorraine.fr/hal-01959447,"Eco-conception\, conception et innovation",les nouveaux défis de l'entreprise,"Smaïl Aït-El-Hadj,Vincent Boly",DOUV,,2013,,,,fr
https://halshs.archives-ouvertes.fr/halshs-01220604,How to implement abstract design paradigm? The Case of requirements engineering,,"Jean-Pierre Micaëlli,Samuel Deniaud,Eric Bonjour",ART,10.1504/IJPD.2013.053498,2013,International Journal of Product Development,Inderscience,,en
https://hal.archives-ouvertes.fr/hal-00866118,Emulsion copolymerization of styrene and butyl acrylate in the presence of a chain transfer agent. Part 2: Parameters estimability and confidence regions,,"Brahim Benyahia,M.A. Latifi,Christian Fonteix,Fernand Pla",ART,10.1016/j.ces.2012.12.013,2013,Chemical Engineering Science,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-00768972,Studying the Implications and Impact of Smartphones on Self-Directed Learning Under a Living Lab Approach,,"Mauricio Camargo,Raphaël Bary,Nathalie Skiba,Vincent Boly,Smith Richard",ART,10.1504/IJPD.2012.051151,2012,International Journal of Product Development,Inderscience,,en
https://hal.univ-lorraine.fr/hal-01723994,"Concevoir des projets urbains en intégrant l'expertise d'usage : Observation et évaluation des apports d'un espace de travail collaboratif pour améliorer la concertation publique. Rapport final de recherche\, Programme Concertation\, Décision et Environnement du MEDAD",,"Laurent Dupont,Laure Morel,Claudine Guidat,Julien Hubert,Revel Martine",REPORT,,2012,,,,fr
https://hal.univ-lorraine.fr/tel-01749467,"Contribution à une meilleure maîtrise des processus créatifs en co-conception : cas de l'ameublement en architecture d'intérieur,Contribution to a better control of creative contextual in terms of co-design: case of furniture in interior architecture",,Wassem Ahmad,THESE,,2012,,,,fr
https://hal.archives-ouvertes.fr/hal-00724126,Improving performance evaluation metrics to manage innovative projects,,"Vincent Boly,Laure Morel,Mauricio Camargo",ART,10.1504/IJTIP.2012.048571,2012,International Journal of Technology Intelligence and Planning,Inderscience,,en
https://hal.archives-ouvertes.fr/hal-00713057,Enriching descriptive information in ranking and sorting problems with visualizations techniques,,"Philippe Nemery,Alessio Ishizaka,Mauricio Camargo,Laure Morel",ART,10.1108/17465661211242778,2012,Journal of Modelling in Management,Emerald,,en
https://hal.archives-ouvertes.fr/hal-01333514,"A space for innovation process acceleration\, supporting collaborative citizens workshops",,"Nathalie Skiba,Laurent Dupont,Laure Morel,Claudine Guidat",COMM,10.1109/ICE.2012.6297646,2012,,,"2012 18th International Conference on Engineering, Technology and Innovation",en
https://hal.archives-ouvertes.fr/hal-00734951,From urban concept to urban engineering: The contribution of distributed collaborative design to the management of urban projects,,"Laurent Dupont,Vida Gholipour,Laure Morel,Jean-Claude Bignon,Claudine Guidat",ART,10.1080/13574809.2012.666208,2012,Journal of Urban Design,Taylor & Francis (Routledge),,en
https://hal.univ-lorraine.fr/hal-01522718,A semantic wiki to support knowledge sharing in innovation activities Lecture Notes in Electrical Engineering,,"Inaya Lahoud,Davy Monticolo,Vincent Hilaire,Samuel Gomes",COMM,,2012,,,International MultiConference of Engineers and Computer Scientists 2012,en
https://hal.archives-ouvertes.fr/hal-00799851,A priori checking inconsistencies among strategic constraints for assembly plan generation.,,"Christophe Perrard,Eric Bonjour",ART,10.1007/s00170-012-3942-5,2012,International Journal of Advanced Manufacturing Technology,Springer Verlag,,en
https://hal.archives-ouvertes.fr/hal-01984670,How a semantic Wiki can support the ideas development in innovation activities,,"Davy Monticolo,Laure Morel,Vincent Boly",ART,10.1109/ICCISci.2012.6297216,2012,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST",,,en
https://hal.archives-ouvertes.fr/hal-00738116,The Human side of organizational change : improving appropriation of project evolutions,,"Perotti Clement,Stéphanie Minel,Benoît Roussel,Jean Renaud",ART,10.3917/proj.010.0041,2012,International Journal of Projectics,,,en
https://hal.univ-lorraine.fr/hal-02140166,Design and Multicriteria Optimization of a Two-Stage Reactive Extrusion Process for the Synthesis of Thermoplastic Polyurethanes,,"Sandrine Hoppe,Dimitrios Meimaroglou,Mauricio Camargo,Christian Fonteix,Fernand Pla",ART,10.4236/eng.2012.49065,2012,Engineering,Scientific Research,,en
https://hal.archives-ouvertes.fr/hal-00708091,An application of multi-criteria decision aids models for Case-Based Reasoning,,"Negar Armaghan,Jean Renaud",ART,10.1016/j.ins.2012.04.033,2012,Information Sciences,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-00645880,A framework for measuring logistics performance in the wine industry,,"Fernanda Garcia,Martin Marchetta,Mauricio Camargo,Laure Morel,Raymundo Forradellas",ART,10.1016/j.ijpe.2011.08.003,2012,International Journal of Production Economics,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-00653908,A student challenge in systems engineering: RobAFIS 2010,,"Jean-Claude Tucoulou,David Gouyon,Eric Bonjour",ART,10.1002/inst.20111449,2011,INSIGHT - International Council on Systems Engineering (INCOSE),Wiley,,en
https://tel.archives-ouvertes.fr/tel-00657729,"Contribution méthodologique au changement organisationnel : facilitation par l'appropriation et l'accompagnement de l'Homme dans les projets. Application dans un grand groupe aéronautique.,Methodological contribution to organisational change: improvement by appropriation and employees' accompaniment during projects. Case study of a major aeronautical company.",,Clément Perotti,THESE,,2011,,,,fr
https://hal.univ-lorraine.fr/tel-01749514,"Determinants of technology sourcing modes : the case of iranian hi-tech firms,Les déterminantes des différents modes d'accès à la technologie : étude de cas de l'Iran",,Azita Karamipour,THESE,,2011,,,,en
https://hal.archives-ouvertes.fr/hal-00598311,A reference framework following a proactive approach for Product Lifecycle Management,,"Martin Marchetta,Frédérique Mayer,Raymundo Forradellas",ART,10.1016/j.compind.2011.04.004,2011,Computers in Industry,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-01333590,Lorraine Smart Cities Living Lab: white paper on living labs,Lorraine Smart Cities Living Lab: livre blanc sur les living labs,"Claudine Guidat,Laurent Dupont",REPORT,,2011,,,,fr
https://hal.univ-lorraine.fr/tel-01749497,"Éco-conception collaborative de bâtiments durables,Collaborative Eco-Design of sustainable buildings",,Vida Gholipour,THESE,,2011,,,,fr
https://hal.archives-ouvertes.fr/hal-00614965,Development of new concepts for the control of polymerization processes: Multiobjective optimization and decision engineering. II. Application of a Choquet integral to an emulsion copolymerization process,,"Mauricio Camargo,Laure Morel,Christian Fonteix,Sandrine Hoppe,Guo Hu,Jean Renaud",ART,10.1002/app.33348,2011,Journal of Applied Polymer Science,Wiley,,en
https://tel.archives-ouvertes.fr/tel-01538780,"Essai de modélisation du processus d’innovation des biens d’équipement : le cas d’un produit de haute technologie à long cycle de vie : application aux moteurs électriques dans un groupe industriel international,Modelling capital goods innovation process : the case of a high-tech\, long life cycle product : practical application on the field of electric motors in an international industrial company",,Karina Velloso Rodrigues,THESE,,2011,,,,fr
https://tel.archives-ouvertes.fr/tel-02389853,"Essai de modélisation du processus d’innovation des biens d’équipement: le cas d’un produit de haute technologie à long cycle de vie. Application aux moteurs électriques dans un groupe industriel international.,Modelling capital goods innovation process: the case of a high-tech\, long life cycle product. Practical application on the field of electric motors in an international industrial company.",,Karina Velloso Rodrigues,THESE,,2011,,,,fr
https://hal.archives-ouvertes.fr/hal-01899777,Attractive quality for requirement assessment during the front‐end of innovation,,"Helmi Ben Rejeb,Vincent Boly,Laure Morel-Guimaraes",ART,10.1108/17542731111110258,2011,The TQM Journal,,,en
https://hal.univ-lorraine.fr/tel-01748872,"Le transfert de technologie vu comme une dynamique des compétences technologiques : application à des projets d'innovation basés sur des substitutions technologiques par le brasage métallique,Technology transfer as a dynamic in the field of technological competencies : application to the case of innovative projects based on brazing technologies",,Hanen Chaabane,THESE,,2010,,,,fr
https://hal.archives-ouvertes.fr/hal-00738110,Managing complex industrial change through projects,,"Clément Perotti,Stéphanie Minel,Roussel Benoit,Renaud Jean",COMM,,2010,,,"IDMME, ISBN 978-2-8178-0168-1",en
https://hal.univ-lorraine.fr/tel-01748866,"Phases amont du processus d'innovation : proposition d'une méthode d'aide à l'évaluation d'idées,Early stages of innovation process : proposition of a method to support ideas evaluation",,Marcelo Ferioli,THESE,,2010,,,,fr
https://hal.archives-ouvertes.fr/hal-00712835,Déploiement international de standards et changement : Analyse des pratiques d'une entreprise aéronautique,,"Clément Perotti,Stéphanie Minel,Benoît Roussel,Jean Renaud",COMM,,2010,,,CONFERE 2010,fr
https://hal.archives-ouvertes.fr/hal-00737501,EMA space: a collaborative workspace as collaborative urban ecosystem generator?,,"Laurent Dupont,Claudine Guidat,Laure Morel",COMM,,2010,,,ICE2010 16th International Conference on Concurrent Enterprising,en
https://hal.univ-lorraine.fr/tel-01748862,"Comprendre la génération des objets de coopération interentreprises par une théorie des co-raisonnements de conception : vers une nouvelle ingénierie des partenariats d'exploration technologique,Understanding the generation of inter-firm cooperation's objects with a co-design reasoning theory",,Thomas Gillier,THESE,,2010,,,,fr
https://tel.archives-ouvertes.fr/tel-00493563,"COMPRENDRE LA GÉNÉRATION DES OBJETS DE COOPERATION INTERENTREPRISES PAR UNE THÉORIE DES CO-RAISONNEMENTS DE CONCEPTION : Vers une nouvelle ingénierie des partenariats d'exploration technologique,UNDERSTANDING THE GENERATION OF INTER-FIRM COOPERATION'S OBJECTS WITH A CO-DESIGN REASONING THEORY : Toward a new engineering for technological exploratory partnerships",,Thomas Gillier,THESE,,2010,,,,fr
https://hal.univ-lorraine.fr/tel-01754455,"Intention d’apprendre et diversité des partenaires : effets simples et combinés sur le transfert de connaissances entre alliés,Intent to Explore and Partner Diversity : Simple and Combined effect on Interfirm Knowledge Transfer",,Hamid Mazloomi Khamseh,THESE,,2010,,,,fr
https://hal.univ-lorraine.fr/tel-01748861,"Contribution à l'ingénierie de l'innovation : proposition d'un cadre de modélisation pour un système d'innovation centré sur le produit,Contribution to innovation engineering : proposal of a modelling framework for a product centered innovation system",,Evaristo Castro Espiritu,THESE,,2010,,,,fr
https://hal.archives-ouvertes.fr/tel-01321392,"Contribution à l'ingénierie de l'innovation: proposition d'un cadre de modélisation pour un système d'innovation centré sur le produit,Contribution for innovation engineering using systems engineering as theoretical framework",,Evaristo Castro,THESE,,2010,,,,fr
https://hal.archives-ouvertes.fr/hal-00614976,A metrics-based diagnosis tool for enhancing innovation capabilities in SMEs,,"Juan Sepulveda,Javier Gonzalez,Mauricio Camargo,Miguel Alfaro",ART,10.15837/ijccc.2010.5.2255,2010,"International Journal of Computers, Communications and Control",Agora University of Oradea,,en
https://hal.inrae.fr/hal-02823000,Le réseau IndDD et « Campus Durable » : un projet de recherche devenu projet citoyen,,"Olivier Chery,Sylvain Plantureux",COUV,,2010,,,,fr
https://hal.archives-ouvertes.fr/hal-00695859,Understanding the rapid evaluation of innovative ideas in the early stages of design,,"M. Ferioli,E. Dekonink,J. Culley S.,B. Roussel,Jean Renaud",ART,10.1504/IJPD.2010.034313,2010,International Journal of Product Development,Inderscience,,en
https://hal.archives-ouvertes.fr/hal-00586603,Managing Innovation Fields in a Cross-Industry Exploratory Partnership with C-K Design Theory,,"Thomas Gillier,Gérald Piat,Benoît Roussel,Patrick Truchot",ART,10.1111/j.1540-5885.2010.00758.x,2010,Journal of Product Innovation Management,Wiley,,en
https://hal.archives-ouvertes.fr/hal-00609615,A fuzzy multi-criteria evaluation method for designing fashion oriented industrial products,,"X. Zeng,Y. Zhu,L. Koehl,M. Camargo,C. Fonteix,Franck Delmotte",ART,10.1007/s00500-009-0496-z,2010,Soft Computing,Springer Verlag,,en
https://tel.archives-ouvertes.fr/tel-01748788v2,"Transfert du génie industriel vers l'ingénierie urbaine : vers une approche collaborative des projets urbains,Transfer from the industrial engineering to the urban engineering : towards a collaborative approach of the urban projects",,Laurent Dupont,THESE,,2009,,,,fr
https://halshs.archives-ouvertes.fr/halshs-00445345,Eco-Models,Modeling of a digital tool to design sustainable buildings,"Vida Gholipour,Jean-Claude Bignon,Laure Morel-Guimaraes",UNDEFINED,,2009,,,,en
https://hal.archives-ouvertes.fr/hal-00454077,Making Products Active with Intelligent Agents for Supporting Product Lifecycle Management,,"Martin Marchetta,Frédérique Mayer,Raymundo Forradellas",COMM,,2009,,,"AIIOs, Jornadas Argentinas de Informática",en
https://hal.archives-ouvertes.fr/hal-03001937,Past Projects Memory: Knowledge Capitalization from the Early Phases of Innovative Projects,,"Elise Marcandella,Marie-Gaëtane Durand,Jean Renaud,Vincent Boly",ART,10.1177/1063293X09343824,2009,Concurrent Engineering: Research and Applications,SAGE Publications,,en
https://halshs.archives-ouvertes.fr/halshs-00444043,ECO-MODELES : UNE METHODE D'AIDE A L'ECO- CONCEPTION DE BATIMENTS DURABLES,,"Vida Gholipour,Jean-Claude Bignon,Laure Morel-Guimaraes",COMM,,2009,,,CONFERE 09,fr
https://hal.univ-lorraine.fr/tel-01748786,"La réalité virtuelle immersive comme outil de représentation dans le processus de design. Application au programme INTERREG ""Design dans la ville,Immersive virtual reality like tool of representation in the process of design : application to project INTERREG French-Swiss ""Design in the city",,Ali Kattan,THESE,,2009,,,,fr
https://hal.archives-ouvertes.fr/hal-01105392,Contribution to Innovation Engineering : modelling the innovation process,,"Evaristo Castro,Frédérique Mayer,Pascal Lhoste",COMM,,2009,,,8ème CIGI Congrès International de Génie Industriel,en
https://hal.archives-ouvertes.fr/hal-00416790,PORTFOLIO MANAGEMENT OF INNOVATION FIELDS : APPLYING CK DESIGN THEORY IN CROSS INDUSTRY EXPLORATORY PARTNERSHIP,,"Thomas Gillier,Gérald Piat,Benoît Roussel,Patrick Truchot",COMM,,2009,,,16th International Product Development Management Conference “MANAGING DUALITIES IN THE INNOVATION JOURNEY”,en
https://hal.univ-lorraine.fr/tel-01748785,"Contribution à un système de retour d'expérience basé sur le raisonnement à partir de cas conversationnel : application à la gestion des pannes de machines industrielles,Contribution to an experience feedback system based on conversational case-based reasoning : application in management of failure diagnostic procedures for industrial machines",,Negar Armaghan,THESE,,2009,,,,fr
https://halshs.archives-ouvertes.fr/halshs-00440393,Les Eco-Modèles,Un outil pour la conception d'édifices durables,"Vida Gholipour,Jean-Claude Bignon,Laure Morel-Guimaraes",UNDEFINED,,2009,,,,fr
https://hal.archives-ouvertes.fr/hal-02523356,Application of a Choquet integral to the multicriteria optimization of an emulsion copolymerization process,,"Mauricio Camargo,Christian Fonteix,Sandrine Hoppe,Laure Morel,Jean Renaud,Guo-Hua Hu",COMM,,2009,,,Polymer Reaction Engineering 7th (PRE 7),en
https://hal.archives-ouvertes.fr/hal-00359517,A comprehensive analysis of the IMRT dose delivery process using Statistical Process Control (SPC),,"Karine Gerard,Jean-Pierre Grandhaye,Vincent Marchesi,Hanna Kafrouni,François Husson,Pierre Aletti",ART,10.1118/1.3089793,2009,Medical Physics,American Association of Physicists in Medicine,,en
https://hal.archives-ouvertes.fr/hal-00737500,"Les Panels Citoyens Nancéiens : Vers une méthode pour faire émerger des "" savoirs citoyens "" et enrichir la conceptualisation des projets urbains ?",,"Laurent Dupont,Martine Revel,Claudine Guidat",COMM,,2009,,,Programme de recherche et formation P.I.C.R.I. (Partenariat Institutions - Citoyens pour la Recherche et pour l'Innovation),fr
https://hal.univ-lorraine.fr/tel-01748782,"Élaboration d'une méthode d'évaluation des impacts potentiels en phase amont d'un projet de changement technico-organisationnel : application à la maintenance des moteurs d'hélicoptère,Elaboration of a potential impact evaluation method at the early phases of a technical et organisational change project : applied to helicopters engine maintenance",,Olivier Zephir,THESE,,2009,,,,fr
https://hal.archives-ouvertes.fr/hal-00695858,Building a structured past-projects memory : how to select information or knowledge from the early phases of innovative projects,,"Elise Marcandella,G. Durand M.,Jean Renaud,Vincent Boly",ART,,2009,Concurrent Engineering: Research and Applications,SAGE Publications,,en
https://hal.archives-ouvertes.fr/hal-00323514,Feasibility study of using statistical process control to optimize quality assurance in radiotherapy,,"Karine Gerard,Jean-Pierre Grandhaye,Vincent Marchesi,Pierre Aletti,François Husson,Alain Noel,Hanna Kafrouni",ART,10.1108/13552510910997715,2009,Journal of Quality in Maintenance Engineering,Emerald,,en
https://hal.univ-lorraine.fr/tel-01748709,"Évaluation des processus d'innovation,Metrology of innovation processes",,N'Doli Guillaume Assielou,THESE,,2008,,,,fr
https://hal.univ-lorraine.fr/tel-01748707,"Dynamiques de construction des pratiques porteuses d'innovation : analyse des pratiques d'apprentissage dans les formations d'ingénieur et des pratiques professionnelles des ingénieurs-innovateurs en France\, en Allemagne\, en Espagne et en Suède,How to build dynamics supporting human innovation : a comparative analysis between learning practices of students in engineering in higher education and the vocational skills owned by innovators by innovators-engineers in France\, in Germany\, in Spain and in Sweden",,Catherine Chambon-Aubier,THESE,,2008,,,,fr
https://hal.univ-lorraine.fr/tel-01748705,"Phases amont de l'innovation : proposition d'une démarche d'analyse de besoin et d'évaluation de l'acceptabilité d'un produit,Front-End Phases of Innovation : proposition of need analysis method and acceptability assessment of product",,Helmi Ben Rejeb,THESE,,2008,,,,fr
https://hal.archives-ouvertes.fr/hal-02044908,Measuring innovation best practices: Improvement of an innovation index integrating threshold and synergy effects,,"Helmi Ben Rejeb,Laure Morel-Guimaraes,Vincent Boly,N’doli Guillaume Assielou",ART,10.1016/j.technovation.2008.08.005,2008,Technovation,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-00417247,Investigating co-innovation in exploratory partnerships: An analytical framework based on design theory,,"Akın Kazakçı,Thomas Gillier,Gérald Piat",COMM,,2008,,,European Research on Innovation and Management Alliance,en
https://hal.archives-ouvertes.fr/hal-00444045,How to analyse collaborative practices of engineering students?,,"Jérémy Legardeur,Olivier Zephir,Stephanie Minel",COMM,,2008,,,"Engineering and Product Design Education, E&PDE08",en
https://hal.archives-ouvertes.fr/hal-00289426,A new methodology based on Kano model for needs evaluation and innovative concepts comparison during the front-end phases,,"H. Ben Rejeb,Laure Morel-Guimaraes,V. Boly",COMM,,2008,,,The third European Conference on Management of Technology - EUROMOT 2008,en
https://hal.archives-ouvertes.fr/hal-00289196,Modeling technology transfer process: proposition of a qualitative and quantitative observation approach,,"H. Kooli-Chaabane,M. Camargo,V. Boly,B. Yannou",COMM,,2008,,,EUROMOT 2008,en
https://hal.archives-ouvertes.fr/hal-00289303,"Qualitative\, quantitative mixed approach for observing the technology transfer process for better understanding",,"H. Kooli-Chaabane,M. Camargo,V. Boly,B. Yannou",COMM,,2008,,,"The third European Conference on Management of Technology (EUROMOT) ""Industry-University collaborations in Techno Parks""",en
https://hal.archives-ouvertes.fr/hal-00289256,Lois d'évolution des systèmes techniques et méthodologies de conception,,"V. Boly,S. Ait El Hadj",OUV,,2008,,,,fr
https://hal.archives-ouvertes.fr/hal-00289314,La didactique professionnelle : outil incontournable de construction de dispositifs de formation ?,,"A. Zapata,A. Specogna,C. Aubier",COMM,,2008,,,"Colloque international ""Les didactiques et leurs rapports à l'enseignement et à la formation : quel statut épistémologique de leurs modèles et de leurs résultats ?",fr
https://hal.archives-ouvertes.fr/hal-02044895,A New Methodology Based on Kano Model for the Evaluation of a New Product Acceptability during the Front-End Phases,,"Helmi Ben Rejeb,Vincent Boly,Laure Morel-Guimaraes",COMM,10.1109/COMPSAC.2008.94,2008,,,32nd Annual IEEE International Computer Software and Applications Conference,en
https://hal.archives-ouvertes.fr/hal-00279768,A new methodology based on kano model for the evaluation of a new product acceptability during the front-end phases,,"H. Ben Rejeb,V. Boly,L. Morel-Guimaraes",COMM,,2008,,,2nd IEEE International Workshop On Requirements Engineering For Services: understanding the dynamics of user needs (REFS 2008),en
https://hal.archives-ouvertes.fr/hal-00287810,Using Systems of Systems Engineering to Improve the Integration of Enterprise-Control Systems,,"Jean-Philippe Auzelle,Gérard Morel,Hervé Panetto,Frédérique Mayer",ART,,2008,INSIGHT - International Council on Systems Engineering (INCOSE),Wiley,,en
https://hal.archives-ouvertes.fr/hal-00281127,Coupling component systems towards systems of systems,,"Frédéric Autran,Jean-Philippe Auzelle,Denise Cattan,Jean-Luc Garnier,Dominique Luzeaux,Frédérique Mayer,Marc Peyrichon,Jean-René Ruault",COMM,,2008,,,"18th Annual International Symposium of INCOSE, 6th Biennal European System Engineering Conference, INCOSE 2008",en
https://hal.archives-ouvertes.fr/hal-00323516,Utilisation de la maîtrise statistique des processus (MSP) pour optimiser les contrôles qualité en radiothérapie conformationnelle par modulation d'intensité (RCMI),,"Karine Gerard,Vincent Marchesi,Jean-Pierre Grandhaye,François Husson,Alain Noel,Hanna Kafrouni,Pierre Aletti",COMM,,2008,,,47èmes journées scientifiques de la société française de physique médicale,fr
https://hal.archives-ouvertes.fr/hal-00289176,"Le réseau Indd et ""campus durable"" : un projet de recherche devenu projet citoyen",,"E. Marcandella,O. Chery,S. Plantureux",COMM,,2008,,,"Colloque International ""Education au Développement Durable : de l'Ecole au Campus""",fr
https://hal.archives-ouvertes.fr/hal-00294311,CO-DESIGNING BROAD SCOPE OF TECHNOLOGY-BASED APPLICATIONS IN AN EXPLORATORY PARTNERSHIP,,"Thomas Gillier,Gérald Piat",COMM,,2008,,,INTERNATIONAL DESIGN CONFERENCE - DESIGN 2008,en
https://hal.archives-ouvertes.fr/hal-00290428,Evaluation of the potential performance of innovative concepts in the early stages of the new-product development process (NPDP),,"M. Ferioli,B. Roussel,J. Renaud,P. Truchot",COMM,,2008,,,International Design Conference - Design 2008,en
https://hal.archives-ouvertes.fr/hal-00305680,Structure et Instrumentation du processus de conception versus rationnalité de la décision,,"Stéphanie Minel,Gwenola Bertolucci,A. Delamarre,Nadine Stoeltzlen",COUV,,2008,,,,fr
https://hal.archives-ouvertes.fr/hal-00149982,Weights determination of OWA operators by parametric identification,,"Jean Renaud,Eric Levrat,Christian Fonteix",ART,10.1016/j.matcom.2007.11.024,2008,Mathematics and Computers in Simulation,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-00289413,Experiences of feedback based on case-based reasoning and multi-criteria aid approaches,,"N. Armaghan,J. Renaud",COMM,,2008,,,"17ème Congrès ""International Association for the Management Of Technology"" (IAMOT)",en
https://hal.archives-ouvertes.fr/hal-00289418,Vers un système de Raisonnement à Partir de Cas conversationnel pour assister des opérateurs d'un service après-vente,,"N. Armaghan,J. Lieber,J. Renaud",COMM,,2008,,,16ème Workshop de Raisonnement à Partir de Cas,fr
https://hal.archives-ouvertes.fr/hal-00289198,Updating current practices in the technology transfer management process: overview from macro to micro point of view,,"H. Kooli-Chaabane,M. Camargo,V. Boly,B. Yannou",COMM,,2008,,,IAMOT 2008,en
https://hal.archives-ouvertes.fr/hal-00289162,How to evaluate a sustainable home?,,"E. Marcandella,O. Chery,A. Belmeziti",COMM,,2008,,,IAMOT'08 Conference,en
https://hal.archives-ouvertes.fr/hal-01848762,Décision technicoéconomique en conception de produit,,"Jean-Pierre Micaëlli,Mauricio Camargo,Djamil Chafaï",COUV,,2008,,,,fr
https://hal.archives-ouvertes.fr/hal-00342699,Retour et Capitalisation d'expérience. Outils et démarches.,,"Jean Renaud,Eric Bonjour,Brigitte Chebel-Morello,Béatrice Fuchs,Nada Matta",DOUV,,2008,,,,fr
https://hal.archives-ouvertes.fr/hal-00289197,Comment observer et décrire le processus de transfert de technologie pour mieux le comprendre ?,,"H. Kooli-Chaabane,M. Camargo,V. Boly,B. Yannou",OTHER,,2008,,,,fr
https://hal.archives-ouvertes.fr/hal-00271603,"La conception industrielle de produits - Volume 2 Spécifications\, déploiement et maîtrise des performances",,"Bernard Yannou,Vincent Robin,Mauricio Camargo,Jean Pierre Micaëlli,Lionel Roucoules",DOUV,,2008,,,,fr
https://hal.archives-ouvertes.fr/hal-00289422,Contribution à la formalisation des processus individualisés dans l'innovation des produits,,"Evaristo Castro,Frédérique Mayer,Pascal Lhoste",COMM,,2008,,,CONFERE,fr
https://hal.archives-ouvertes.fr/hal-00289262,Co-designing broad scope of technology-based applications in an exploratory partnership,,"T. Gillier,G. Piat",COMM,,2008,,,Design Conference,en
https://hal.archives-ouvertes.fr/hal-00289295,Introduction à l'ingénierie de la décision. L'agrégation complète - les OWA.,,"A.M. Jolly-Desod,J. Renaud,M. Camargo",COUV,,2008,,,,fr
https://hal.archives-ouvertes.fr/hal-00822976,Contribution to the Formalization of Individualized Processes during Product Innovation,,"Evaristo Castro,Frédérique Mayer,Pascal Lhoste",COMM,,2008,,,"3rd European Conference on Management of Technology, EUROMOT",en
https://hal.univ-lorraine.fr/hal-01321371,Teaching Innovation with a Systems Engineering Perspective,,"Pascal Lhoste,Frédérique Mayer",ART,,2008,INSIGHT - International Council on Systems Engineering (INCOSE),Wiley,,en
https://hal.univ-lorraine.fr/hal-01321376,Social impact of automation trends and issues: an human centered systems engineering perspective,,Frédérique Mayer,COMM,,2008,,,17th IFAC World Congress,en
https://hal.archives-ouvertes.fr/hal-00289316,Un nouvel apport à la compréhension des actes professionnels : l'épistémologie des pratiques,,"A. Zapata,C. Aubier",ART,,2008,Éducation permanente,Arcueil : Éducation permanente,,fr
https://hal.archives-ouvertes.fr/hal-00289382,"Conceptualiser des projets urbains en intégrant l'expertise d'usage : conception d'un environnement de travail collaboratif\, pour enrichir la concertation publique",,"L. Dupont,C. Guidat,R. Lefebvre,Michel Revel",OTHER,,2008,,,,fr
https://hal.archives-ouvertes.fr/hal-00347265,Information Modelling Framework for Knowledge Emergence in Product Design,,"Muriel Lombard,Pascal Lhoste",COUV,10.1007/978-1-84800-239-5_24,2008,,,,en
https://hal.archives-ouvertes.fr/hal-00289154,Innovation and sustainable development in the wood furniture design,,"O. Chery,E. Marcandella",ART,,2008,Management of Technology: Innovation and Value Creation,,,en
